afhandeling	N(soort)	A1
afhangen	WW()	A2
afhankelijk	ADJ()	B1
afhouden	WW()	A1
afijn	N(soort)	B1
afkappen	WW()	A1
afkeer	N(soort)	A1
afkeuring	N(soort)	B1
afkicken	WW()	A1
afkoeling	N(soort)	A1
afkomen	WW()	A1
afkomst	N(soort)	A2
afkomstig	ADJ()	B1
afkorting	N(soort)	A1
afleggen	WW()	A1
afleiden	WW()	A2
afleiding	N(soort)	A1
afleverdatum	N(soort)	A1
afleveren	WW()	A1
aflevering	N(soort)	A1
aflevertemperatuur	N(soort)	A1
aflezen	WW()	A1
afloop	N(soort)	A1
aflopen	WW()	A1
aflossen	WW()	A1
afmaken	WW()	A1
afname	N(soort)	A1
afnemen	WW()	A1
afpakken	WW()	A1
afpersen	WW()	A1
afpersing	N(soort)	B1
afraden	WW()	A1
afreizen	WW()	A1
afrekenen	WW()	A2
afrekening	N(soort)	A2
afrennen	WW()	A1
africhten	WW()	A2
afrijden	WW()	A1
afrikaans	ADJ()	B1
afronden	WW()	A1
afruimen	WW()	A1
afschaffen	WW()	A1
afschaffing	N(soort)	A1
afscheid	N(soort)	A1
afscheiding	N(soort)	A1
afschermen	WW()	A1
afschilderen	WW()	B1
afschrift	N(soort)	A1
afschrijving	N(soort)	B1
afschrikwekkend	ADJ()	B2
afschuimen	WW()	A1
afschuw	N(soort)	A1
afschuwelijk	ADJ()	B1
afslaan	WW()	A1
afslag	N(soort)	A1
afslankingsideaal	N(soort)	A2
afsluitbaar	ADJ()	B2
afsluiten	WW()	A1
afsluiting	N(soort)	A1
afsnijden	WW()	A2
afspekken	WW()	A2
afspelen	WW()	A1
afspraak	N(soort)	A2
afsprakenlijn	N(soort)	B1
afspreken	WW()	A1
afspringen	WW()	B1
afstaan	WW()	A1
afstammeling	N(soort)	A1
afstand	N(soort)	A1
afstandelijk	ADJ()	B1
afstandsbediening	N(soort)	A2
afstap	N(soort)	A2
afstappen	WW()	A1
afsteken	WW()	A1
afstel	N(soort)	B1
afstellen	WW()	A1
afstemmen	WW()	A1
afstemming	N(soort)	A1
afstemmingsmogelijkheid	N(soort)	B1
afstompend	N(soort)	A1
afstort	WW()	B1
afstudeerscriptie	N(soort)	B2
afstuderen	WW()	B1
aftakeling	N(soort)	A2
aftakelingsproces	N(soort)	B1
aftakking	N(soort)	A1
aftrek	N(soort)	A1
afvaardigen	WW()	A2
afvaart	N(soort)	B1
afval	N(soort)	A1
afvalcontainer	N(soort)	A2
afvallen	WW()	A2
afvalophaling	N(soort)	A2
afvalproductie	N(soort)	A1
afvalrecyclage	N(soort)	B1
afvalstof	N(soort)	B1
afvalstroom	N(soort)	A1
afvalverwijderingsstructuur	N(soort)	B1
afvegen	WW()	B2
afvliegen	WW()	A2
afvoerbuis	N(soort)	A1
afvragen	WW()	A1
afvuren	WW()	B1
afwaaien	WW()	A2
afwachten	WW()	A1
afwachtend	WW()	A2
afwas	N(soort)	A1
afwasborstel	N(soort)	A1
afwassen	WW()	A1
afweten	WW()	B1
afwezig	ADJ()	A1
afwezigheid	N(soort)	A1
afwijken	WW()	A1
afwijkend	ADJ()	B1
afwijking	N(soort)	A2
afwijzen	WW()	A1
afwisselen	WW()	A2
afwisseling	N(soort)	A1
afzender	N(soort)	A1
afzet	N(soort)	A1
afzetmarkt	N(soort)	B1
afzetten	WW()	A1
afzetterij	N(soort)	A1
afzien	WW()	A1
afzoeken	WW()	A1
afzonderlijk	ADJ()	A1
afzuigkap	N(soort)	A1
afzwakken	WW()	B1
agenda	N(soort)	A1
agendapunt	N(soort)	A1
agent	N(soort)	A1
agentschap	N(soort)	A1
agglomeratie	N(soort)	B2
agrarisch	ADJ()	B1
agressie	N(soort)	A1
agressief	ADJ()	B1
agressiviteit	N(soort)	A2
ah	N(soort)	A1
ai	N(soort)	B1
air	N(soort)	A1
airbag	N(soort)	A1
airco	N(soort)	B1
airconditioning	N(soort)	B2
airline	N(soort)	B1
aju	ADJ()	B2
akelig	ADJ()	B1
akker	N(soort)	A1
akkoord	ADJ()	A1
akkoord	N(soort)	A1
aktetas	N(soort)	A2
al	BW()	A2
alarm	N(soort)	A1
alarmbel	N(soort)	A1
alarmmelding	N(soort)	A2
albanees	ADJ()	A1
album	N(soort)	A1
alchemie	N(soort)	B1
alcohol	N(soort)	A1
alcoholgebruik	N(soort)	A2
alcoholverslaafd	ADJ()	B1
aldoor	BW()	B1
aldus	BW()	B1
alfabet	N(soort)	A1
algemeen	ADJ()	A1
algemeen	N(soort)	A1
alinea	N(soort)	B1
alkoof	N(soort)	A1
allang	ADJ()	B1
allang	BW()	B1
alle	ADJ()	A1
alledaags	ADJ()	A1
alleen	BW()	B1
alleenrecht	N(soort)	A1
alleenstaand	ADJ()	A1
allemaal	BW()	B2
allemachtig	ADJ()	B1
alleraardigst	ADJ()	B1
allerbekend	ADJ()	A1
allerbelangrijkst	ADJ()	B1
allerbest	ADJ()	A1
allerdroevig	ADJ()	B1
allereerst	ADJ()	A1
allerergst	ADJ()	B1
allerfout	ADJ()	A1
allergisch	ADJ()	B1
allergrootst	ADJ()	B1
allerhande	BW()	B1
allerhoogst	ADJ()	A2
allerlaatst	ADJ()	B2
allerlei	ADJ()	A1
allerliefst	ADJ()	A1
allerminst	ADJ()	B1
allermooist	ADJ()	A1
allevier	N(soort)	A1
allicht	BW()	B1
allochtoon	ADJ()	B1
allochtoon	N(soort)	A1
allure	N(soort)	A2
alom	BW()	C1
alsjeblieft	WW()	A1
alsmaar	BW()	B2
alsnog	BW()	B1
alstublieft	BW()	A2
alstublieft	WW()	A1
altaar	N(soort)	A1
alternatief	ADJ()	B1
alternatief	N(soort)	A1
althans	BW()	B2
altij	ADJ()	A1
altijd	BW()	B1
alvast	BW()	B1
alweer	BW()	B1
alzheimermuis	N(soort)	A1
amateurschrijver	N(soort)	B1
amateurvoetballer	N(soort)	A2
ambacht	N(soort)	A1
ambachtelijk	ADJ()	B1
ambassade	N(soort)	A1
ambassadeur	N(soort)	A1
ambiorixchocola	N(soort)	B2
ambiorixgebak	N(soort)	B2
ambitie	N(soort)	A2
ambitieniveau	N(soort)	B1
ambitieus	ADJ()	B1
ambtelijk	ADJ()	B1
ambtenaar	N(soort)	A1
ambtenarij	N(soort)	B1
ambulance	N(soort)	A1
ambulancesirene	N(soort)	A1
ambulant	ADJ()	A1
amerikaans	ADJ()	A1
amerikaanse	ADJ()	A1
amfetamine	N(soort)	B2
amfibie	N(soort)	A2
amoreel	ADJ()	A1
amper	BW()	B2
amputeren	WW()	A2
amsterdammers	N(soort)	B1
amsterdams	ADJ()	B2
amusement	N(soort)	B1
amuseren	WW()	A1
amuzikaal	ADJ()	B1
analiste	N(soort)	B2
analyse	N(soort)	B1
analyseren	WW()	A2
anarchistisch	ADJ()	B1
ander	ADJ()	A1
ander	N(soort)	A1
anderhalf	ADJ()	B1
anderlechtspits	N(soort)	B1
andermaal	BW()	B2
anders	ADJ()	B1
anders	BW()	B1
andersom	BW()	B2
anderstalig	ADJ()	B1
anderszijn	WW()	A2
anderzijds	BW()	B1
andijviestamppot	N(soort)	B1
anekdote	N(soort)	A2
angelsaksisch	ADJ()	B2
angst	N(soort)	A1
angstig	ADJ()	B1
angststoornis	N(soort)	B2
angstwekkend	ADJ()	B1
angstzweet	N(soort)	B1
animatie	N(soort)	A2
animatieserie	N(soort)	A1
anker	N(soort)	A1
annuleren	WW()	A1
anoniem	ADJ()	A1
anorexia	N(soort)	B2
ansichtkaart	N(soort)	A1
antenne	N(soort)	A1
anthiekhandelaar	N(soort)	A1
anthiekmarkt	N(soort)	A1
antibioticaverbruik	N(soort)	B1
antibioticum	N(soort)	A1
anticlimax	N(soort)	B2
antiek	ADJ()	A1
antiekmarkt	N(soort)	A1
antiekwinkel	N(soort)	A1
antikraakwacht	N(soort)	B1
antilliaans	ADJ()	B1
antillianen	N(soort)	B2
antiracistisch	ADJ()	B1
antisociaal	ADJ()	B1
antraciet	N(soort)	A2
antropologe	N(soort)	B1
antropologie	N(soort)	A1
antropologisch	ADJ()	B1
antropoloog	N(soort)	A2
antwerps	ADJ()	B1
antwoord	N(soort)	A1
antwoorden	WW()	A2
aow	N(soort)	A1
apart	ADJ()	A1
apartheid	N(soort)	B2
apartheidsregime	N(soort)	A2
apartheidswet	N(soort)	B2
apathisch	ADJ()	B1
apostel	N(soort)	A1
apotheek	N(soort)	A1
apotheker	N(soort)	A1
app	N(soort)	A1
apparaat	N(soort)	A1
apparatuur	N(soort)	A1
appartement	N(soort)	A1
appel	N(soort)	A1
appelboom	N(soort)	A1
appelleren	WW()	A1
appelmoes	N(soort)	A1
appelsap	N(soort)	A1
appeltaart	N(soort)	A1
applaudisseren	WW()	A2
applaus	N(soort)	A2
applicatie	N(soort)	A1
appreciëren	WW()	A2
apps	N(soort)	A2
aquamarijn	N(soort)	A2
aquaria	N(soort)	A1
aquarium	N(soort)	A1
arabier	N(soort)	A1
arabisch	ADJ()	B2
arbeid	N(soort)	A1
arbeider	N(soort)	A1
arbeidersklasse	N(soort)	B1
arbeidersmeisje	N(soort)	A1
arbeiderspot	WW()	B1
arbeidscontract	N(soort)	A1
arbeidsduur	N(soort)	B1
arbeidsduurverkorting	N(soort)	B1
arbeidsherverdeling	N(soort)	B1
arbeidskracht	N(soort)	B1
arbeidsmarkt	N(soort)	B1
arbeidsmigratie	N(soort)	B1
arbeidsongeschikt	ADJ()	B1
arbeidsongeschikten	ADJ()	B1
arbeidsongeschiktheid	N(soort)	B2
arbeidsovereenkomst	N(soort)	B1
arbeidsparticipatie	N(soort)	B1
arbeidsplaats	N(soort)	B1
arbeidsuur	N(soort)	A1
arbeidsverkorting	N(soort)	B1
archiefmateriaal	N(soort)	A1
architect	N(soort)	A1
architectenkantoor	N(soort)	A1
architecturaal	ADJ()	B1
architectuur	N(soort)	A1
archiveren	WW()	A1
argument	N(soort)	B1
argwanend	ADJ()	B2
arisch	ADJ()	B1
arm	ADJ()	A1
arm	N(soort)	A1
armband	N(soort)	A1
armenhuis	N(soort)	A1
armoe	N(soort)	A1
armoede	N(soort)	A1
armoedegrens	N(soort)	B1
armoederapport	N(soort)	B1
armoedig	ADJ()	A1
arrangement	N(soort)	A2
arrestatie	N(soort)	A1
arrestatiebevel	N(soort)	B1
arresteer	N(soort)	A1
arresteren	WW()	A1
arriveren	WW()	A1
arrogant	ADJ()	A2
arsenaal	N(soort)	A1
artiest	N(soort)	A1
artiestenduo	N(soort)	A2
artiestenruimte	N(soort)	A1
artiestenwereld	N(soort)	B1
artikel	N(soort)	A1
artistiek	ADJ()	B1
arts	N(soort)	A1
artsenopleiding	N(soort)	B1
as	N(soort)	A1
asielprocedure	N(soort)	B1
asjeblieft	N(soort)	B1
asjeblieft	WW()	A1
asociaal	ADJ()	B1
aspect	N(soort)	A2
asperge	N(soort)	A1
assimilatiemodel	N(soort)	A1
assistent	N(soort)	A1
assistente	N(soort)	A1
assisteren	WW()	A2
associatie	N(soort)	A1
associer	N(soort)	A2
associëren	WW()	B1
assortiment	N(soort)	A1
astma	N(soort)	A1
astmapatiënt	N(soort)	B1
astrologie	N(soort)	B1
astroloog	N(soort)	B1
astronomie	N(soort)	A2
astronomisch	ADJ()	B1
at	N(soort)	A1
atelier	N(soort)	B1
atheneum	N(soort)	B1
atlantisch	ADJ()	B1
atlas	N(soort)	A1
atleet	N(soort)	B1
atletiek	N(soort)	A1
atletiekpiste	N(soort)	B1
atmosfeer	N(soort)	A1
attentieniveau	N(soort)	B1
attitude	N(soort)	B1
au	N(soort)	A1
audiobijdrage	N(soort)	B1
audioboek	N(soort)	B1
australisch	ADJ()	B1
auteur	N(soort)	A1
auteursrecht	N(soort)	B1
authenticiteit	N(soort)	A1
authentiek	ADJ()	B1
autistisch	ADJ()	A1
auto	N(soort)	A1
autoband	N(soort)	A1
autobelasting	N(soort)	B1
autobestuurder	N(soort)	B1
autobezit	N(soort)	A1
autobiografie	N(soort)	B2
autobus	N(soort)	A1
autochtoon	ADJ()	B1
autochtoon	N(soort)	A1
autodealer	N(soort)	B1
autodelen	N(soort)	B1
autodichtheid	N(soort)	B1
autodidact	N(soort)	B1
autogebruik	N(soort)	A1
automaat	N(soort)	A1
automatisch	ADJ()	A1
automatiseren	WW()	B1
automatisering	N(soort)	A2
automobilist	N(soort)	A1
automonteur	N(soort)	B1
autonomie	N(soort)	B1
autonoom	ADJ()	B1
autoraam	N(soort)	A1
autoradio	N(soort)	B1
autorijden	WW()	A2
autoritair	ADJ()	B1
autoriteit	N(soort)	A1
autosnelweg	N(soort)	B1
autosuggestie	N(soort)	A2
autoverhuurbedrijf	N(soort)	B1
autovrij	ADJ()	B1
avatar	N(soort)	A2
avond	N(soort)	A1
avondeten	N(soort)	A1
avondklok	N(soort)	A1
avondleven	N(soort)	B1
avondmaal	N(soort)	A1
avondschool	N(soort)	A1
avondspits	N(soort)	B1
avonduur	N(soort)	A1
avonturenboek	N(soort)	A1
avonturenbos	N(soort)	A2
avonturengame	N(soort)	A1
avonturenverhaal	N(soort)	B1
avontuur	N(soort)	A1
avontuurlijk	ADJ()	B1
aziatisch	ADJ()	A1
azijn	N(soort)	A1
baan	N(soort)	A1
baanbrekend	ADJ()	B2
baard	N(soort)	A1
baas	N(soort)	A1
baat	N(soort)	A1
babbel	N(soort)	A2
babbelen	WW()	A1
baby	N(soort)	A1
babyboomer	N(soort)	B1
bachelorjaar	N(soort)	A1
bacheloropleiding	N(soort)	B1
bachelorstructuur	N(soort)	B1
bacterie	N(soort)	A1
bad	N(soort)	A1
badhanddoek	N(soort)	A1
badkamer	N(soort)	A1
badlaken	N(soort)	A1
badlinnen	N(soort)	A1
badmeester	N(soort)	A1
badminton	N(soort)	A1
badmintonnen	WW()	B1
badmuts	N(soort)	A1
badpak	N(soort)	A1
badplaats	N(soort)	A1
badspons	N(soort)	A2
bagage	N(soort)	A1
bagageband	N(soort)	A1
bagagekar	N(soort)	B1
bagatel	N(soort)	B1
baggeren	WW()	B1
baggerwerk	N(soort)	B1
bah	N(soort)	A1
bajonet	N(soort)	A2
bak	N(soort)	A1
bakenen	WW()	B2
bakken	WW()	B1
bakker	N(soort)	A1
bakkerij	N(soort)	A1
bakkersjongen	N(soort)	A1
bakkerswinkel	N(soort)	A1
bakproduct	N(soort)	A1
baksteen	N(soort)	A1
baksteentje	N(soort)	A1
bakstenen	ADJ()	B1
bal	N(soort)	A1
balans	N(soort)	A1
balen	WW()	A1
balie	N(soort)	A1
baljurk	N(soort)	A2
balkon	N(soort)	A1
balkondeur	N(soort)	A2
ballen	WW()	A1
ballon	N(soort)	A1
balorig	ADJ()	A2
balpen	N(soort)	A1
balsport	N(soort)	B1
balzaal	N(soort)	A1
bamboe	N(soort)	A1
banaal	ADJ()	A1
banaan	N(soort)	A1
bananenschil	N(soort)	A1
bancontact	N(soort)	A2
band	N(soort)	A1
banditisme	N(soort)	A1
banen	WW()	A1
bang	ADJ()	A1
bank	N(soort)	A1
bankautomaat	N(soort)	A1
bankbediende	N(soort)	A1
bankbiljet	N(soort)	A1
banket	N(soort)	A1
banketbakkerij	N(soort)	A1
bankgeheim	N(soort)	B1
bankieren	WW()	B1
bankkaart	N(soort)	B1
bankpas	N(soort)	A1
bankrekening	N(soort)	A1
bankrover	N(soort)	B1
bankstel	N(soort)	A1
bankzaak	N(soort)	A1
bar	ADJ()	A2
bar	N(soort)	A1
barbaar	N(soort)	A1
barbaars	ADJ()	A1
barbiepop	N(soort)	A1
barbier	N(soort)	A1
baren	WW()	A1
barista	N(soort)	A2
bariton	N(soort)	B1
baron	N(soort)	A1
barones	N(soort)	A2
barricaderen	WW()	A2
barrière	N(soort)	A1
bars	ADJ()	B1
barsten	WW()	A2
barvrouw	N(soort)	A1
baseren	WW()	A1
basiliek	N(soort)	A1
basis	N(soort)	A1
basisbehoefte	N(soort)	B1
basiseducatie	N(soort)	A1
basisgedrag	N(soort)	A1
basisgegeven	N(soort)	A1
basiskennis	N(soort)	A1
basisonderwijs	N(soort)	B1
basisschool	N(soort)	A1
basisschoolkind	N(soort)	A1
basistechniek	N(soort)	B1
basisvoeding	N(soort)	A1
basisvoorwaarde	N(soort)	B1
basisvorming	N(soort)	A1
basiswoordenschat	N(soort)	A1
basketbalclub	N(soort)	A2
basketten	WW()	A1
basstem	N(soort)	A1
bastaardvloek	N(soort)	B2
bastaardzoon	N(soort)	A1
bat	N(soort)	A1
baten	WW()	A1
batist	N(soort)	A1
batterij	N(soort)	A1
bauxiet	N(soort)	A2
bazin	N(soort)	A1
beachcruiser	N(soort)	B1
beantwoorden	WW()	A2
beatrixtheater	N(soort)	B1
bebouwd	ADJ()	B1
beconcurreren	WW()	B2
bed	N(soort)	A1
bedanken	WW()	A1
beddengoed	N(soort)	B1
bedekken	WW()	A1
bedelaar	N(soort)	A1
bedelaarskleren	N(soort)	B1
bedelares	N(soort)	A1
bedelen	WW()	A1
bedelven	WW()	A2
bedenken	WW()	B1
bedenker	N(soort)	A2
bedenking	N(soort)	B2
bedenktijd	N(soort)	A1
bederven	WW()	A2
bedevaart	N(soort)	B1
bedgordijn	N(soort)	A1
bedgordijnen	WW()	A1
bediende	N(soort)	A1
bedienen	WW()	A2
bedoelen	WW()	A1
bedoeling	N(soort)	A1
bedotten	WW()	A1
bedrag	N(soort)	A1
bedragen	WW()	B1
bedreigen	WW()	A2
bedreiging	N(soort)	A1
bedreven	ADJ()	A2
bedriegen	WW()	A2
bedrieger	N(soort)	B1
bedrijf	N(soort)	A1
bedrijfsactiviteit	N(soort)	B1
bedrijfsadres	N(soort)	B1
bedrijfsbelang	N(soort)	B1
bedrijfscultuur	N(soort)	B2
bedrijfskantine	N(soort)	A1
bedrijfsleider	N(soort)	B1
bedrijfsleven	N(soort)	B1
bedrijfsmatig	ADJ()	B1
bedrijfsnaam	N(soort)	B1
bedrijfsongeluk	N(soort)	B2
bedrijfsproces	N(soort)	B1
bedrijfsruimte	N(soort)	B2
bedrijfstak	N(soort)	A2
bedrijfsterrein	N(soort)	B1
bedrijfsuitje	N(soort)	B1
bedrijfsverzamelgebouw	N(soort)	B2
bedrijfswagen	N(soort)	A2
bedrijfswereld	N(soort)	B1
bedrijvigheid	N(soort)	B1
bedroefd	ADJ()	A2
bedroeven	WW()	A2
bedrog	N(soort)	A2
bedrogenen	N(soort)	B1
bedrukt	ADJ()	B1
bedscene	N(soort)	A1
bedstede	N(soort)	A1
beducht	ADJ()	B1
beduiden	WW()	A1
